commentid,contents,point,username,profile,profileStatus,photoCnt,likeCnt,kakaoMapUserId,photoList,ownerReply,strengths,userCommentCount,userCommentAverageScore,myStorePick,level,date,isMy,isBlock,isEditable,isMyLike,thumbnail,booking,target,preprocessed_comment
5785222,진짜개존맛탱 오늘 처음왔는데 자로 인생 맛집 등극입니다용 ㅎㅎ,5,민욱,https://p.kakaocdn.net/th/talkp/woXmK9EukW/Atzf0kfOSCCV3RBACFmPGK/3g5gob_640x640_s.jpg,S,1,0,1942977289,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/2af1e2577c26b4e384c8d7acfcfaacf3b89dc7b5?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2022.07.03.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/2af1e2577c26b4e384c8d7acfcfaacf3b89dc7b5?original,,0,진짜개존맛탱 오늘 처음왔는데 자로 인생 맛집 등극입니다용 ㅎㅎ
5768828,너무 맛있어요 ,5,루재오,http://t1.daumcdn.net/local/kakaomapPhoto/profile/c44c3c7094bc8a942cd9d55444ad7a90259e1c30?original,S,1,0,314627365,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/990ffb5a8598385c9135f49ae4a5b902e818ba34?original', 'near': False}]",{},,3,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2022.06.30.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/990ffb5a8598385c9135f49ae4a5b902e818ba34?original,,0,너무 맛있어요 
5758899,마싯서요 !!,5,승연,https://p.kakaocdn.net/th/talkp/wo0e9FEFjK/nnfjrNLllYgGQ3qZC5LCN0/lwhj10_640x640_s.jpg,S,1,0,1529019687,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/3411aa8ea3c62896a786746b4faf4b186def90bb?original', 'near': False}]",{},,4,3.0,False,"{'nowLevel': 4, 'badge': '01'}",2022.06.28.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/3411aa8ea3c62896a786746b4faf4b186def90bb?original,,0,마싯서요 
5747547,맛있어요 ~~~~~,5,ㅤ,http://t1.daumcdn.net/local/kakaomapPhoto/profile/d9b0fc4da723c3e57ac7261556068119ba841e06?original,S,1,0,770368613,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/ca59d09cb704c27c97d6924bf5f10d2a36704421?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 4, 'badge': '01'}",2022.06.26.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/ca59d09cb704c27c97d6924bf5f10d2a36704421?original,,0,맛있어요 
5742765,웨이팅 시간 아깝지 않는 맛입니다! 맛있습니다!,5,박상혁,http://t1.daumcdn.net/local/kakaomapPhoto/profile/f3c1e296eb3c069555c47f3f2804bf1f0a10c969?original,S,1,0,1712267254,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/ba1970a0a3e920b6c8f431e824940523c65314ef?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2022.06.25.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/ba1970a0a3e920b6c8f431e824940523c65314ef?original,,0,웨이팅 시간 아깝지 않는 맛입니다 맛있습니다
5741649,넘너무 맛있어서 재방문 했어요~,5,이유빈,,S,1,0,1552715745,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/ec6fd28f92cd79e0653f193a544386c893e08288?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.25.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/ec6fd28f92cd79e0653f193a544386c893e08288?original,,0,넘너무 맛있어서 재방문 했어요
5741239,진짜 맛집이에요 둘이 먹다 하나 죽어도 모를 맛이 이런걸까요? 꼭 오세요 새우도 줘요,5,라라리라라,http://t1.daumcdn.net/local/kakaomapPhoto/profile/a4b6d7402905a67d6a72ea7359d5d0d5db2bc920?original,S,2,0,1097627002,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/f6009622b045b4bcb9f4c654568433beb84e8083?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/9b75035ca9fe07890fed2f80cf7d3387ecf79f0a?original', 'near': False}]",{},,2,3.0,False,"{'nowLevel': 5, 'badge': '01'}",2022.06.25.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/f6009622b045b4bcb9f4c654568433beb84e8083?original,,0,진짜 맛집이에요 둘이 먹다 하나 죽어도 모를 맛이 이런걸까요 꼭 오세요 새우도 줘요
5740574,완전 핫플레이스 3시에 먹어도 맛있는 황소곱창!,5,물쟁이,http://t1.daumcdn.net/local/kakaomapPhoto/profile/164dba6a98d28d66220e565cca678af52c29193b?original,S,1,0,1391651356,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/0ee295d12d8cb14dacfedef6135fc80d9afe3770?original', 'near': False}]",{},,4,2.0,False,"{'nowLevel': 4, 'badge': '01'}",2022.06.25.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/0ee295d12d8cb14dacfedef6135fc80d9afe3770?original,,0,완전 핫플레이스 시에 먹어도 맛있는 황소곱창
5725115,너무 맛있어여,5,김영민,,S,1,0,1524776151,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6111f7a6489f435cf434c3ec6203c460e0548fd1?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2022.06.22.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/6111f7a6489f435cf434c3ec6203c460e0548fd1?original,,0,너무 맛있어여
5719357,"진짜 너무 맛있어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ대파김치가 진짜 말이 안나오는 맛입니다,,,,해물탕도 칼칼하니 좋네요ㅠㅠㅠㅠㅠㅠ곱도 안 빠져나가고 입에 넣자마자 살살 녹아요 추춫추추추춫ㅊ천입니다ㅜ",5,강유민,,S,1,0,2240149722,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/239ae6a65d98cc26b09b9fd4fac4f58146278e34?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 4, 'badge': '01'}",2022.06.21.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/239ae6a65d98cc26b09b9fd4fac4f58146278e34?original,,0,진짜 너무 맛있어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ대파김치가 진짜 말이 안나오는 맛입니다해물탕도 칼칼하니 좋네요ㅠㅠㅠㅠㅠㅠ곱도 안 빠져나가고 입에 넣자마자 살살 녹아요 추춫추추추춫ㅊ천입니다ㅜ
5715744,리뷰해야 육회주는거라 별점이 좋은듯.. 완전 질김....,2,아어랑,,S,0,1,736882566,[],{},,11,4.6,False,"{'nowLevel': 21, 'badge': '02'}",2022.06.20.,False,False,False,False,,,2,리뷰해야 육회주는거라 별점이 좋은듯 완전 질김
5714054,너무 맛있어요!!,5,정훈박,https://p.kakaocdn.net/th/talkp/wnq37B1vyL/HWbyRLEIkntTgSw863vvl1/vv07qc_640x640_s.jpg,S,1,0,1490040765,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/958c2ceef3ddab794e1654be4d1254cca3bb52da?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.20.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/958c2ceef3ddab794e1654be4d1254cca3bb52da?original,,0,너무 맛있어요
5714012,"깨끗하고 예쁘게 세팅되어서 나오네요
해물탕도 서비스로 주셔서 좋아요",5,조현진,http://t1.daumcdn.net/local/kakaomapPhoto/profile/7a583ad82e959a32cadf040a510f34272c5ddb7a?original,S,2,0,1252146982,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/7fcca3218313f085099652b6c52e1b8f6aa46993?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/28b4094b75f91c8a963f79186a530e73e783ca51?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 5, 'badge': '01'}",2022.06.20.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/7fcca3218313f085099652b6c52e1b8f6aa46993?original,,0,깨끗하고 예쁘게 세팅되어서 나오네요해물탕도 서비스로 주셔서 좋아요
5703775,웨이팅한시간 정도 하고 와서 먹었는데 웨이팅 시간이 아깝지않았어요 다음에 또 무조건 먹을거에요 진짜 맛있고 직원분들 다 친절하답니다,5,떼아,,S,2,0,2196988887,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/f55248125fea1e2c4ba47d7b834e81c5520a6b3c?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/8ecf2d2e7dfa93d5438c7598d3bc7d37d1228427?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.18.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/f55248125fea1e2c4ba47d7b834e81c5520a6b3c?original,,0,웨이팅한시간 정도 하고 와서 먹었는데 웨이팅 시간이 아깝지않았어요 다음에 또 무조건 먹을거에요 진짜 맛있고 직원분들 다 친절하답니다
5698329,진짜 맛있고 서비스도 쩖 일단 직접 구워주시고 잘라주시는게 행복함 ㅎㅎㅎ 대창 튼실튼실한거봐 ㅠㅠ,5,신현진,https://p.kakaocdn.net/th/talkp/woXmQPE0TZ/z9Kwgv3wn6kfKlQ5EE09sk/veicbm_640x640_s.jpg,S,1,0,1610141759,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/5b0210a6922e18763751648cf399a276b1bbdf33?original', 'near': False}]",{},,15,3.9,False,"{'nowLevel': 10, 'badge': '01'}",2022.06.17.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/5b0210a6922e18763751648cf399a276b1bbdf33?original,,0,진짜 맛있고 서비스도 쩖 일단 직접 구워주시고 잘라주시는게 행복함 ㅎㅎㅎ 대창 튼실튼실한거봐 ㅠㅠ
5672590,"언제와도 좋은 황곱! 서비스도 맛도 여기가 제일 좋은 것 같습니다 ㅎㅎ
사이드로 나오는 탕이 있는게 너무 메리트있어요",5,최영인,http://k.kakaocdn.net/dn/djI25j/btreK8qrrF9/W5sVlAWmBlfY1fTiwjCiMK/img_640x640.jpg,S,2,0,1956222725,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/4719f3de0127853905ad2307dec4029c0dfa8069?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/dc22ee8992d8797466e36665969f0777968c4f89?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.12.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/4719f3de0127853905ad2307dec4029c0dfa8069?original,,0,언제와도 좋은 황곱 서비스도 맛도 여기가 제일 좋은 것 같습니다 ㅎㅎ사이드로 나오는 탕이 있는게 너무 메리트있어요
5666261,웨이팅 있었지만 진짜 보람 있던 맛!!  최곱창집,5,맛잘알,http://t1.daumcdn.net/local/kakaomapPhoto/profile/29292a2c2e3ec3d836cc66f9c4c9858c4d4701ac?original,S,1,0,698699698,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/eb548e7b6656fc2f68e4e1d09c47ecb77e6eb292?original', 'near': False}]",{},,6,3.0,False,"{'nowLevel': 4, 'badge': '01'}",2022.06.11.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/eb548e7b6656fc2f68e4e1d09c47ecb77e6eb292?original,,0,웨이팅 있었지만 진짜 보람 있던 맛  최곱창집
5666036,양도 많고 맛있어요!,5,안주현,https://p.kakaocdn.net/th/talkp/woN0XKFWmh/uNcpvXl7vVqi6lLkXgskr1/31q6tq_640x640_s.jpg,S,1,0,1409317641,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/83189192dff7b5d8969f63720f049b3e3fa9e47a?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.11.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/83189192dff7b5d8969f63720f049b3e3fa9e47a?original,,0,양도 많고 맛있어요
5665315,"기본안주 최고..
비싼값하네용 ",5,ㅎ,,S,2,0,2252248028,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/bde0368316c05d7404110fc82e9fa95e66e147e1?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/668f99446f7ab53343e03972f9604f52a99c913b?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.11.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/bde0368316c05d7404110fc82e9fa95e66e147e1?original,,0,기본안주 최고비싼값하네용 
5655875,아우 자리도 너무 좋고 질도 좋고 너무 맛있어요~~,5,봄,http://t1.daumcdn.net/local/kakaomapPhoto/profile/ec4e687fe8376c5acf722671e4f394ee1344084a?original,S,1,0,474619324,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/387ad042c614cc5312dd48cef77adcd739e53d05?original', 'near': False}]",{},,79,4.6,False,"{'nowLevel': 33, 'badge': '03'}",2022.06.09.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/387ad042c614cc5312dd48cef77adcd739e53d05?original,,0,아우 자리도 너무 좋고 질도 좋고 너무 맛있어요
5655760,맛있어용 짱짱,5,이혜원,http://k.kakaocdn.net/dn/beHnaL/btqCyjKfXTF/kNm3SWYTvEnEsqycUpo9t1/img_640x640.jpg,S,1,0,1310101048,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/8a81d522644e4e28ae5d18cf6f72ad7cfb7c3656?original', 'near': False}]",{},,14,3.4,False,"{'nowLevel': 11, 'badge': '02'}",2022.06.09.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/8a81d522644e4e28ae5d18cf6f72ad7cfb7c3656?original,,0,맛있어용 짱짱
5647421,"여기는 모듬+ 볶음밥 볶음밥 무조건
볶음밥 진짜 윤기좔좔 
거진 김치찌개에 참기름 + 밥 비벼서 쫄였는데 
짜지는 않고 감칠맛 죽이는 볶음밥입니다ㅏ
진짜로여
모듬곱창은 말해뭐해",5,맛도리,http://t1.daumcdn.net/local/kakaomapPhoto/profile/9e1c5bc1d0c01cd8836d49b097febc61e53e16da?original,S,2,0,1041311053,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/43cfb5461cb8a8fc61e5d89239f48fc3f7c3305c?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/3e1c03de69dcbe77c60b742529805d64c330cd3a?original', 'near': False}]",{},,165,3.4,False,"{'nowLevel': 37, 'badge': '03'}",2022.06.08.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/43cfb5461cb8a8fc61e5d89239f48fc3f7c3305c?original,,0,여기는 모듬 볶음밥 볶음밥 무조건볶음밥 진짜 윤기좔좔 거진 김치찌개에 참기름  밥 비벼서 쫄였는데 짜지는 않고 감칠맛 죽이는 볶음밥입니다ㅏ진짜로여모듬곱창은 말해뭐해
5644569,모듬 시켜서 먹었는데 양도 많고 곱창이 정말정말 맛있어요!! 가까이 살면 맨날맨날 오고 싶어요ㅠㅠ 매장도 깔꼼하고 청결해서 정말 좋습니다 &gt;.&lt;,5,이보영,http://th-p.talk.kakao.co.kr/th/talkp/wkFTcDk43c/PXHeBKNk6ZK0FkCoxoSpJ1/t5s7au.jpg,S,1,0,258945891,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/9f0213523ecab02b5faf37d7e512752a9c931016?original', 'near': False}]",{},,5,4.2,False,"{'nowLevel': 6, 'badge': '01'}",2022.06.07.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/9f0213523ecab02b5faf37d7e512752a9c931016?original,,0,모듬 시켜서 먹었는데 양도 많고 곱창이 정말정말 맛있어요 가까이 살면 맨날맨날 오고 싶어요ㅠㅠ 매장도 깔꼼하고 청결해서 정말 좋습니다 
5639798,다 맛있어요 ㅠㅠㅠㅠ,5,aree,http://t1.daumcdn.net/local/kakaomapPhoto/profile/bfd977d35b35049de34f677e98e3024bea49a38c?original,S,1,0,525157576,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/5e3bcf81c66a7d119dd3b5c1398553625b1ea292?original', 'near': False}]",{},,34,2.7,False,"{'nowLevel': 17, 'badge': '02'}",2022.06.06.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/5e3bcf81c66a7d119dd3b5c1398553625b1ea292?original,,0,다 맛있어요 ㅠㅠㅠㅠ
5639788,"항상 곱창먹을때 오는 곳이에요
양도 푸짐하고 곱도 꽉차있는데 분위기도 좋아서 친구랑 술한잔 하기 딱 좋은 곳이에요 직원분들도 너무 친절하세용 강추강추! 오늘도 잘 먹고 갑니당 황곱 알리븅",5,문준호,https://p.kakaocdn.net/th/talkp/woSzCosWue/ZW9zXB3pZR1cY6EKrQIrXK/dupzq5_640x640_s.jpg,S,1,0,2015477098,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/8debd990c25481c9f060d6737bc2eff8c139a01a?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.06.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/8debd990c25481c9f060d6737bc2eff8c139a01a?original,,0,항상 곱창먹을때 오는 곳이에요양도 푸짐하고 곱도 꽉차있는데 분위기도 좋아서 친구랑 술한잔 하기 딱 좋은 곳이에요 직원분들도 너무 친절하세용 강추강추 오늘도 잘 먹고 갑니당 황곱 알리븅
5639659,정말 매일매일 오는곳이에요!!!!,5,이우재,https://p.kakaocdn.net/th/talkp/wm95CL6f4T/ZzIdVswQ8KgMN8DPXRUn8K/aopg8b_640x640_s.jpg,S,1,0,1697179355,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/86f0cde70b231c1e6c80f410afceb31b3b2ed36a?original', 'near': False}]",{},,4,3.0,False,"{'nowLevel': 4, 'badge': '01'}",2022.06.06.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/86f0cde70b231c1e6c80f410afceb31b3b2ed36a?original,,0,정말 매일매일 오는곳이에요
5634249,최고예요!,5,YK,http://t1.daumcdn.net/local/kakaomapPhoto/profile/7ceeeaf1a352719e13e0b5643ac6fa33e1d7c512?original,S,2,0,772952932,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/4c49a21d5ced004e8fc9f5a5c29104cc6a340d60?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6378b03d07903bdf7c9511911b798d11a30094ff?original', 'near': False}]",{},,10,3.4,False,"{'nowLevel': 8, 'badge': '01'}",2022.06.05.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/4c49a21d5ced004e8fc9f5a5c29104cc6a340d60?original,,0,최고예요
5630631,찾았다,4,드디어,http://t1.daumcdn.net/local/kakaomapPhoto/profile/0c4d5b19a9e01f378965bb359f88732f45409f60?original,S,3,0,1326770388,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/43e3ef6ed8f461cb33b881f620a53feec84fe874?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/96c152e71939c21204fb677a66e219017e3a4a50?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/e0c191d24b7672e4c2e731cdbf500e5bbf0382b6?original', 'near': False}]",{},,161,3.6,False,"{'nowLevel': 36, 'badge': '03'}",2022.06.05.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/43e3ef6ed8f461cb33b881f620a53feec84fe874?original,,0,찾았다
5626995,"곱창도 구워주셔서 좋았고 기본으로 해물탕도 나와서 좋았어요&hearts;︎  
다음에 홍대오면 또 올 것 같아요 :)",5,화연:),https://p.kakaocdn.net/th/talkp/woKjSzjjGp/WQqvXu5MqBqUKkPbKOx9x0/mowi56_640x640_s.jpg,S,2,0,1573588073,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/4cf05b011100cebf46113752c56517b8615c8bbe?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/6287db1cb314fc5e51dda0f9ab21f0cdb5e14d72?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.04.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/4cf05b011100cebf46113752c56517b8615c8bbe?original,,0,곱창도 구워주셔서 좋았고 기본으로 해물탕도 나와서 좋았어요  다음에 홍대오면 또 올 것 같아요 
5621431,"저번에 먹어보고 너무 맛있어서 다시옴..
원래 대창파인데 여기는 곱창이 찐맛집임
곱창드세여",5,haluki,http://th-p.talk.kakao.co.kr/th/talkp/wkX50rYKVT/6okOWLpzncBUXkvuzvSkT0/vj4l1s.jpg,S,1,0,957877564,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/b9fdf37320b9af9c08db79bd679873663bfd2f90?original', 'near': False}]",{},,9,3.7,False,"{'nowLevel': 7, 'badge': '01'}",2022.06.03.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/b9fdf37320b9af9c08db79bd679873663bfd2f90?original,,0,저번에 먹어보고 너무 맛있어서 다시옴원래 대창파인데 여기는 곱창이 찐맛집임곱창드세여
5620963,대창도 실하고 곱도 차있고 최고입니다!!,5,오해선,https://p.kakaocdn.net/th/talkp/woKjWVXlRD/M4NKxvm8Dfel1to83M6HO1/vzk5gh_640x640_s.jpg,S,1,0,1400189270,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/82c2d5ee37d87f9cd3d4bf6f80de3eed53c61efc?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.03.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/82c2d5ee37d87f9cd3d4bf6f80de3eed53c61efc?original,,0,대창도 실하고 곱도 차있고 최고입니다
5619828,곱도 많고 대창도 크고 짱맛있네요~ㅎ,5,서형곤,http://k.kakaocdn.net/dn/FFoHn/btq4oQnqMLF/hxQVU6Ok6e1CyH0meuJrJk/img_640x640.jpg,S,1,0,1787019651,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/814f90aee51793cee66080b11001186157833370?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.06.03.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/814f90aee51793cee66080b11001186157833370?original,,0,곱도 많고 대창도 크고 짱맛있네요ㅎ
5615406,"짱입니다^^
대박 맛나요~-~",5,아자!화이팅,https://p.kakaocdn.net/th/talkp/wkiS66450n/Msadc2RFKxjKPs4T2QEOFK/r0y93h_640x640_s.jpg,S,2,0,1491634333,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/e3576646e0d7c77f37c2f7795b4c2cbe60856c97?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/1e3c3ae5816a9b1ee1dd14fb040d3fd024af6efd?original', 'near': False}]",{},,2,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2022.06.02.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/e3576646e0d7c77f37c2f7795b4c2cbe60856c97?original,,0,짱입니다대박 맛나요
5609553,"맛있게는 잘 먹었어요! 
특히, 기본으로 주시는 맑은 해물탕이 !!
그러나
위생적인 부분..
소주도 시키고 맥주도 시켜서 소주잔 맥주잔을 순차적으로 받았는데!
잔에 눈에띄는 이물질이 두번이나..!
처음엔 그럴수있다 생각했는데 
두번다 잔에 음식물 찌꺼기가 붙어있으면 이건좀..
서빙하시는 알바분 처음엔 죄송합니다 했는데 
두번째는 그냥 조용히 교체만 해주시더라고요
화장실도 냄새가... 심하네요
하나를 보면 알것 같네요! 
음식은 맛도 중요하지만 위생도 생각하셔야할것 같습니다",2,율무차,http://t1.daumcdn.net/local/kakaomapPhoto/profile/321f7577282dee9340bd016cc4acce522c8cc3b5?original,S,0,0,978809521,[],{},,41,3.1,False,"{'nowLevel': 16, 'badge': '02'}",2022.06.01.,False,False,False,False,,,2,맛있게는 잘 먹었어요 특히 기본으로 주시는 맑은 해물탕이 그러나위생적인 부분소주도 시키고 맥주도 시켜서 소주잔 맥주잔을 순차적으로 받았는데잔에 눈에띄는 이물질이 두번이나처음엔 그럴수있다 생각했는데 두번다 잔에 음식물 찌꺼기가 붙어있으면 이건좀서빙하시는 알바분 처음엔 죄송합니다 했는데 두번째는 그냥 조용히 교체만 해주시더라고요화장실도 냄새가 심하네요하나를 보면 알것 같네요 음식은 맛도 중요하지만 위생도 생각하셔야할것 같습니다
5604511,맛있어요 다음에 또 올게요,5,이런 타입,https://p.kakaocdn.net/th/talkp/wlYTY7Mb3V/OtriU0brhoruHhkzBfZ4N1/d4dnxu_640x640_s.jpg,S,1,0,1498730875,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/a2dca1842c8185ad5dca0df40bd5917dc0d0cfe9?original', 'near': False}]",{},,2,5.0,False,"{'nowLevel': 3, 'badge': '01'}",2022.05.31.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/a2dca1842c8185ad5dca0df40bd5917dc0d0cfe9?original,,0,맛있어요 다음에 또 올게요
5603422,"좋은자리에앉아서 맛있게 먹고가용♡-♡
육사시미 곱창모듬 쨩♡♡",5,숑숑이,,S,2,0,476876644,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/2f66dbbccb93330e9558fcb8656b9f12c72b02c6?original', 'near': False}, {'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/fdd1af9b9b68280bccd1ab817ae5eaa16d2cca5f?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.05.31.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/2f66dbbccb93330e9558fcb8656b9f12c72b02c6?original,,0,좋은자리에앉아서 맛있게 먹고가용육사시미 곱창모듬 쨩
5603247,"비쥬얼이 장난아니에요 여기
곱창 때깔이 아주 곱습니다,,
맛도 최공!!!!!!!",5,성은,http://k.kakaocdn.net/dn/ceyXPT/btqwCq8VQCJ/lUehG1XyrijphZqs6ApDl0/profile_640x640s.jpg,S,1,0,1121818967,"[{'url': 'http://t1.daumcdn.net/local/kakaomapPhoto/review/b4c2c39210bf248efb9ab64f7be7ead35197e0d6?original', 'near': False}]",{},,1,5.0,False,"{'nowLevel': 2, 'badge': '01'}",2022.05.31.,False,False,False,False,http://t1.daumcdn.net/local/kakaomapPhoto/review/b4c2c39210bf248efb9ab64f7be7ead35197e0d6?original,,0,비쥬얼이 장난아니에요 여기곱창 때깔이 아주 곱습니다맛도 최공
